,Rk,Player,Nation,Main_Pos,Sec_Pos,Squad,Age,Born,Total Tackels,TklW,Def 3rd,Mid 3rd,Att 3rd,Dribblers_Tackeld,Dribblers_Tackel_Att,Dribblers_Tackel%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Passes_in_Gameflow,Passes_Out_of_Gameflow,Freekick,Throughball,40_yds_pass,Crosses,Corner_Kicks,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Straight,Passes_Offside,Passes_Blocked,Touches,Touches_Def_Pen_Area,Touches_Def_3rd_Area,Touches_Mid_3rd_Area,Touches_Att_3rd_Area,Touches_Att_Pen_Area,Live_Touches_in_Game,Dribbling_Att,Dribbling_Succ,Dribbling_Succ%,Tackeld_Dribbling,Tackeld_Dribbling%,Total_Carry_Distance,Total_Progressive_Carry_Distance,Total_Carries_in_1/3,Total_Carries_in_Penalty_Area,Miscontrols_Carries,Dispossed_Carries,Passes_Received,Progressive_Passes_Received,Shot_Creating_Action,Shot_Creating_Action_90,Live_Passes_lead_Shot_Att,Dead_Passes_lead_Shot_Att,Shot_Att_after_Dribbling,Shot_lead_to_Shot_Att,Foul_drawn_lead_Shot_Att,Def_Action_lead_Shot_Att,GCA,GCA90,Live_Pass_lead_Goal,Dead_Pass_lead_Goal,Goal_after_Dribbling,Shot_lead_Goal,Foul_drawn_lead_Goal,Def_Action_lead_Goal,League,cluster_tackel,cluster_anticipation,cluster_pass,cluster_possesion
2141,374,Thomas Mangani,FR,MF,MF,Ajaccio,35,1987,32.0,17.0,14.0,15.0,3.0,18.0,47.0,38.3,29.0,22.0,3.0,19.0,24.0,56.0,22.0,1.0,634.0,910.0,69.7,12908.0,4783.0,224.0,294.0,76.2,271.0,355.0,76.3,120.0,222.0,54.1,1.0,1.9,2.1,-0.8999999999999999,26.0,78.0,12.0,4.0,92.0,783.0,122.0,74.0,2.0,9.0,79.0,45.0,22.0,17.0,0.0,5.0,19.0,1052.0,51.0,232.0,648.0,175.0,3.0,1050.0,6.0,4.0,66.7,1.0,16.7,3045.0,1283.0,17.0,1.0,9.0,3.0,585.0,15.0,42.0,2.84,16.0,24.0,0.0,1.0,1.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,1,1
2145,378,Vincent Marchetti,FR,MF,MF,Ajaccio,25,1997,55.0,26.0,29.0,19.0,7.0,25.0,68.0,36.8,43.0,23.0,3.0,20.0,19.0,74.0,31.0,0.0,837.0,1057.0,79.2,14335.0,4323.0,383.0,454.0,84.4,318.0,381.0,83.5,87.0,136.0,64.0,2.0,1.6,2.0,0.3999999999999999,15.0,107.0,24.0,0.0,143.0,1031.0,22.0,14.0,11.0,16.0,6.0,0.0,0.0,0.0,0.0,4.0,31.0,1369.0,62.0,254.0,840.0,308.0,28.0,1369.0,79.0,45.0,57.0,27.0,34.2,6603.0,3350.0,59.0,9.0,50.0,39.0,901.0,58.0,52.0,1.91,43.0,0.0,2.0,4.0,3.0,0.0,9.0,0.33,8.0,0.0,0.0,0.0,1.0,0.0,Ligue1,1,1,1,3
2148,381,Jonas Martin,FR,MF,MF,Lille,32,1990,9.0,7.0,4.0,5.0,0.0,5.0,14.0,35.7,9.0,3.0,1.0,2.0,7.0,16.0,3.0,0.0,193.0,229.0,84.3,3285.0,864.0,99.0,117.0,84.6,62.0,73.0,84.9,24.0,30.0,80.0,0.0,0.1,0.3,-0.1,4.0,19.0,2.0,0.0,20.0,219.0,10.0,7.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,262.0,6.0,56.0,178.0,29.0,3.0,262.0,1.0,0.0,0.0,1.0,100.0,986.0,387.0,6.0,0.0,2.0,4.0,191.0,4.0,6.0,1.94,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2150,383,Han-Noah Massengo,FR,MF,MF,Auxerre,21,2001,27.0,15.0,10.0,15.0,2.0,7.0,16.0,43.8,9.0,12.0,3.0,9.0,14.0,41.0,7.0,0.0,385.0,453.0,85.0,6593.0,1849.0,165.0,187.0,88.2,168.0,188.0,89.4,36.0,43.0,83.7,0.0,0.6,1.1,-0.6,11.0,43.0,12.0,2.0,48.0,435.0,12.0,8.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,9.0,588.0,11.0,107.0,358.0,134.0,20.0,588.0,38.0,17.0,44.7,14.0,36.8,2726.0,1184.0,26.0,6.0,19.0,8.0,403.0,29.0,28.0,2.26,21.0,0.0,1.0,1.0,2.0,3.0,1.0,0.08,0.0,0.0,0.0,0.0,1.0,0.0,Ligue1,1,1,2,1
2151,384,Yanis Massolin,FR,MF,MF,Clermont Foot,19,2002,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,30.0,39.0,76.9,497.0,155.0,15.0,18.0,83.3,13.0,17.0,76.5,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,17.0,25.0,9.0,1.0,50.0,3.0,0.0,0.0,3.0,100.0,180.0,68.0,1.0,0.0,0.0,0.0,30.0,0.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2152,385,Eliot Matazo,BE,MF,MF,Monaco,20,2002,26.0,12.0,11.0,13.0,2.0,11.0,26.0,42.3,15.0,18.0,4.0,14.0,15.0,41.0,11.0,1.0,399.0,493.0,80.9,7648.0,1822.0,156.0,186.0,83.9,183.0,213.0,85.9,54.0,73.0,74.0,0.0,0.1,0.3,-0.1,2.0,50.0,3.0,0.0,60.0,483.0,7.0,6.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,3.0,8.0,606.0,30.0,134.0,399.0,81.0,1.0,606.0,16.0,4.0,25.0,9.0,56.3,2218.0,889.0,13.0,0.0,9.0,12.0,363.0,10.0,11.0,0.84,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2153,386,Chrislain Matsima,FR,DF,MF,Lorient,20,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,7.0,0.0,108.0,127.0,85.0,2009.0,663.0,34.0,36.0,94.4,62.0,68.0,91.2,8.0,16.0,50.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,120.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,145.0,25.0,90.0,51.0,4.0,3.0,145.0,0.0,0.0,0.0,0.0,0.0,599.0,310.0,2.0,0.0,2.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2156,389,Azor Matusiwa,NL,MF,MF,Reims,24,1998,66.0,41.0,30.0,29.0,7.0,36.0,61.0,59.0,25.0,37.0,11.0,26.0,46.0,112.0,52.0,0.0,1376.0,1617.0,85.1,26423.0,8698.0,508.0,605.0,84.0,636.0,702.0,90.6,192.0,234.0,82.1,0.0,1.2,1.3,-1.2,24.0,148.0,13.0,0.0,213.0,1576.0,33.0,26.0,1.0,24.0,4.0,0.0,0.0,0.0,0.0,8.0,27.0,1915.0,100.0,541.0,1138.0,260.0,2.0,1915.0,23.0,16.0,69.6,5.0,21.7,6842.0,3122.0,26.0,0.0,24.0,12.0,1203.0,18.0,68.0,2.46,64.0,0.0,0.0,2.0,1.0,1.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,2,1,2
2157,390,Aïman Maurer,MA,MF,MF,Clermont Foot,17,2004,2.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,9.0,1.0,0.0,1.0,3.0,5.0,5.0,0.0,87.0,125.0,69.6,1442.0,365.0,46.0,55.0,83.6,35.0,43.0,81.4,5.0,20.0,25.0,1.0,1.5,1.4,-0.5,6.0,3.0,6.0,1.0,9.0,107.0,17.0,6.0,1.0,0.0,19.0,11.0,6.0,3.0,1.0,1.0,7.0,195.0,4.0,29.0,81.0,90.0,24.0,195.0,30.0,17.0,56.7,10.0,33.3,1220.0,592.0,9.0,10.0,21.0,5.0,133.0,40.0,13.0,2.33,8.0,2.0,1.0,1.0,1.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2161,394,Derek Mazou-Sacko,FR,MF,MF,Troyes,17,2004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,80.0,87.0,67.0,2.0,2.0,100.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,4.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,30.0,16.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2172,405,Thiago Mendes,BR,MF,DF,Lyon,30,1992,48.0,27.0,24.0,21.0,3.0,30.0,40.0,75.0,10.0,28.0,8.0,20.0,47.0,95.0,51.0,4.0,1445.0,1672.0,86.4,26348.0,9319.0,568.0,619.0,91.8,658.0,709.0,92.8,163.0,263.0,62.0,1.0,0.6,1.8,0.4,10.0,156.0,13.0,0.0,170.0,1610.0,57.0,48.0,6.0,15.0,6.0,0.0,0.0,0.0,0.0,5.0,16.0,1913.0,112.0,502.0,1225.0,188.0,9.0,1913.0,11.0,6.0,54.5,5.0,45.5,7166.0,3378.0,22.0,2.0,25.0,16.0,1383.0,20.0,28.0,1.22,26.0,0.0,0.0,2.0,0.0,0.0,5.0,0.22,5.0,0.0,0.0,0.0,0.0,0.0,Ligue1,2,2,1,2
2175,408,Batista Mendy,FR,MF,DF,Angers,22,2000,70.0,30.0,34.0,28.0,8.0,37.0,53.0,69.8,16.0,38.0,6.0,32.0,21.0,91.0,29.0,2.0,1234.0,1432.0,86.2,22322.0,7144.0,471.0,532.0,88.5,608.0,670.0,90.7,112.0,161.0,69.6,0.0,1.2,1.8,-1.2,17.0,159.0,22.0,2.0,195.0,1399.0,29.0,27.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,4.0,18.0,1700.0,69.0,414.0,1033.0,277.0,16.0,1700.0,61.0,38.0,62.3,18.0,29.5,7161.0,3195.0,42.0,2.0,24.0,27.0,1201.0,49.0,40.0,1.26,36.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,2,2,1,2
2185,418,Florent Mollet,FR,MF,MF,Nantes,30,1991,14.0,6.0,5.0,4.0,5.0,7.0,24.0,29.2,17.0,12.0,1.0,11.0,10.0,24.0,11.0,0.0,444.0,565.0,78.6,7342.0,2315.0,201.0,225.0,89.3,178.0,210.0,84.8,43.0,90.0,47.8,2.0,2.8,2.2,-0.7999999999999998,23.0,41.0,11.0,4.0,73.0,473.0,88.0,19.0,0.0,2.0,76.0,50.0,24.0,22.0,0.0,4.0,13.0,690.0,14.0,100.0,345.0,251.0,20.0,690.0,27.0,10.0,37.0,13.0,48.1,2836.0,1151.0,11.0,2.0,19.0,13.0,449.0,67.0,49.0,4.05,26.0,13.0,1.0,4.0,5.0,0.0,3.0,0.25,2.0,1.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2186,419,Marlos Moreno,CO,MF,DF,Troyes,25,1996,2.0,2.0,2.0,0.0,0.0,2.0,3.0,66.7,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,75.0,40.0,10.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,3.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2190,423,Samuel Moutoussamy,CD,MF,MF,Nantes,25,1996,64.0,34.0,27.0,28.0,9.0,26.0,76.0,34.2,50.0,23.0,2.0,21.0,24.0,88.0,15.0,0.0,1053.0,1226.0,85.9,17981.0,5126.0,457.0,509.0,89.8,456.0,506.0,90.1,94.0,130.0,72.3,2.0,1.0,1.6,1.0,18.0,124.0,13.0,1.0,156.0,1206.0,17.0,14.0,2.0,10.0,9.0,0.0,0.0,0.0,0.0,3.0,24.0,1459.0,43.0,275.0,950.0,254.0,33.0,1459.0,29.0,16.0,55.2,11.0,37.9,5649.0,2735.0,29.0,4.0,24.0,19.0,967.0,45.0,52.0,1.95,46.0,0.0,2.0,0.0,2.0,2.0,5.0,0.19,4.0,0.0,0.0,0.0,1.0,0.0,Ligue1,1,1,1,2
2191,424,François Mughe,CM,MF,MF,Marseille,18,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2193,426,Marshall Munetsi,ZW,MF,MF,Reims,26,1996,58.0,27.0,13.0,31.0,14.0,20.0,48.0,41.7,28.0,37.0,11.0,26.0,26.0,84.0,41.0,1.0,651.0,886.0,73.5,10519.0,3417.0,306.0,394.0,77.7,248.0,313.0,79.2,56.0,109.0,51.4,3.0,3.1,2.1,-0.1,31.0,71.0,11.0,2.0,95.0,878.0,6.0,6.0,4.0,5.0,23.0,0.0,0.0,0.0,0.0,2.0,27.0,1243.0,73.0,256.0,642.0,364.0,94.0,1243.0,44.0,20.0,45.5,18.0,40.9,4165.0,1792.0,17.0,9.0,53.0,16.0,732.0,87.0,75.0,2.5,60.0,0.0,3.0,5.0,6.0,1.0,5.0,0.17,3.0,0.0,1.0,0.0,1.0,0.0,Ligue1,1,2,1,2
2196,429,Youssouf Ndayishimiye,BI,MF,DF,Nice,23,1998,13.0,9.0,8.0,5.0,0.0,6.0,11.0,54.5,5.0,8.0,5.0,3.0,12.0,25.0,22.0,1.0,337.0,374.0,90.1,6228.0,1553.0,130.0,139.0,93.5,165.0,178.0,92.7,35.0,47.0,74.5,0.0,0.1,0.4,-0.1,1.0,32.0,3.0,1.0,30.0,364.0,9.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,446.0,31.0,159.0,250.0,43.0,7.0,446.0,5.0,3.0,60.0,1.0,20.0,1768.0,937.0,10.0,1.0,9.0,3.0,320.0,5.0,8.0,1.27,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2197,430,Papa Ndiaga Yade,SN,DF,MF,Troyes,22,2000,10.0,6.0,6.0,2.0,2.0,7.0,22.0,31.8,15.0,10.0,2.0,8.0,8.0,18.0,10.0,0.0,250.0,347.0,72.0,3664.0,1248.0,151.0,175.0,86.3,72.0,107.0,67.3,16.0,42.0,38.1,2.0,1.3,0.8,0.7,10.0,9.0,7.0,5.0,16.0,302.0,45.0,1.0,1.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,421.0,16.0,91.0,187.0,146.0,11.0,421.0,17.0,6.0,35.3,9.0,52.9,1885.0,1032.0,20.0,3.0,9.0,5.0,273.0,45.0,20.0,3.16,16.0,0.0,1.0,1.0,2.0,0.0,3.0,0.47,3.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2211,444,Jean Onana,CM,MF,DF,Lens,22,2000,28.0,17.0,8.0,17.0,3.0,10.0,22.0,45.5,12.0,15.0,5.0,10.0,18.0,46.0,20.0,0.0,412.0,478.0,86.2,6872.0,1606.0,185.0,204.0,90.7,177.0,203.0,87.2,31.0,43.0,72.1,0.0,0.4,0.3,-0.4,6.0,38.0,3.0,1.0,29.0,462.0,13.0,12.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,583.0,39.0,138.0,373.0,76.0,9.0,583.0,7.0,7.0,100.0,0.0,0.0,2452.0,1007.0,14.0,2.0,9.0,9.0,397.0,18.0,12.0,1.33,9.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2218,451,Ante Palaversa,HR,MF,MF,Troyes,22,2000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,14.0,17.0,82.4,281.0,82.0,5.0,5.0,100.0,5.0,6.0,83.3,3.0,5.0,60.0,0.0,0.1,0.0,-0.1,2.0,1.0,0.0,0.0,0.0,14.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,1.0,3.0,12.0,5.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,48.0,16.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,5.81,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2221,454,Lucas Paquetá,BR,MF,MF,Lyon,24,1997,5.0,4.0,0.0,5.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,1.0,6.0,3.0,0.0,110.0,126.0,87.3,1981.0,536.0,54.0,60.0,90.0,36.0,40.0,90.0,16.0,21.0,76.2,0.0,0.2,0.7,-0.2,3.0,14.0,3.0,1.0,8.0,121.0,5.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,146.0,5.0,22.0,92.0,33.0,8.0,146.0,3.0,1.0,33.3,2.0,66.7,584.0,203.0,2.0,2.0,2.0,1.0,117.0,10.0,9.0,5.09,5.0,0.0,1.0,1.0,0.0,2.0,1.0,0.57,0.0,0.0,0.0,1.0,0.0,0.0,Ligue1,1,1,2,1
2222,455,Leandro Paredes,AR,MF,MF,Paris S-G,28,1994,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,68.0,70.0,97.1,1060.0,325.0,36.0,38.0,94.7,25.0,25.0,100.0,4.0,4.0,100.0,1.0,0.4,0.4,0.6,2.0,7.0,1.0,0.0,6.0,65.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,2.0,10.0,57.0,8.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,320.0,203.0,3.0,0.0,0.0,0.0,62.0,0.0,4.0,6.92,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.73,1.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2229,462,Danilo Pereira,PT,DF,MF,Paris S-G,30,1991,32.0,17.0,15.0,14.0,3.0,19.0,26.0,73.1,7.0,26.0,19.0,7.0,36.0,68.0,59.0,1.0,1950.0,2068.0,94.3,32419.0,10970.0,909.0,946.0,96.1,859.0,899.0,95.6,136.0,164.0,82.9,0.0,0.5,0.9,-0.5,4.0,200.0,7.0,0.0,154.0,1989.0,74.0,36.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,5.0,8.0,2277.0,193.0,695.0,1442.0,162.0,29.0,2277.0,15.0,10.0,66.7,5.0,33.3,9953.0,5205.0,35.0,2.0,14.0,10.0,1748.0,11.0,23.0,0.86,19.0,0.0,0.0,2.0,1.0,1.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Ligue1,2,2,1,2
2234,467,Julien Ponceau,FR,MF,MF,Lorient,21,2000,28.0,19.0,10.0,14.0,4.0,10.0,32.0,31.3,22.0,27.0,3.0,24.0,14.0,42.0,12.0,0.0,691.0,840.0,82.3,10711.0,3196.0,352.0,407.0,86.5,260.0,302.0,86.1,42.0,59.0,71.2,4.0,3.0,2.0,1.0,26.0,75.0,12.0,1.0,101.0,786.0,50.0,12.0,2.0,2.0,12.0,2.0,0.0,0.0,0.0,4.0,23.0,1014.0,32.0,168.0,534.0,328.0,43.0,1014.0,30.0,10.0,33.3,17.0,56.7,4815.0,2245.0,53.0,7.0,39.0,18.0,707.0,103.0,50.0,2.72,45.0,1.0,2.0,0.0,2.0,0.0,4.0,0.22,4.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,2
2235,468,Łukasz Poręba,PL,MF,MF,Lens,22,2000,5.0,4.0,2.0,1.0,2.0,2.0,3.0,66.7,1.0,3.0,0.0,3.0,4.0,9.0,2.0,0.0,116.0,143.0,81.1,1866.0,539.0,52.0,63.0,82.5,48.0,57.0,84.2,9.0,13.0,69.2,1.0,0.7,0.4,0.3,5.0,12.0,5.0,2.0,20.0,142.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,4.0,20.0,93.0,57.0,1.0,170.0,2.0,1.0,50.0,1.0,50.0,625.0,223.0,8.0,0.0,5.0,2.0,120.0,18.0,9.0,3.1,8.0,0.0,0.0,0.0,0.0,1.0,2.0,0.69,1.0,0.0,0.0,0.0,0.0,1.0,Ligue1,1,1,2,1
2237,470,Sanjin Prcić,BA,MF,MF,Strasbourg,28,1993,27.0,12.0,6.0,16.0,5.0,19.0,31.0,61.3,12.0,22.0,7.0,15.0,25.0,52.0,22.0,0.0,890.0,1056.0,84.3,17168.0,4866.0,341.0,382.0,89.3,382.0,427.0,89.5,142.0,204.0,69.6,1.0,0.8,1.4,0.1999999999999999,12.0,90.0,10.0,2.0,112.0,989.0,66.0,51.0,3.0,10.0,29.0,13.0,9.0,4.0,0.0,1.0,11.0,1218.0,54.0,292.0,708.0,235.0,7.0,1218.0,20.0,14.0,70.0,5.0,25.0,4698.0,1921.0,35.0,1.0,9.0,7.0,791.0,14.0,37.0,2.04,27.0,4.0,1.0,1.0,4.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,1,2
2238,471,Mehdi Puch Herrantz,FR,MF,MF,Ajaccio,18,2004,2.0,2.0,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,22.0,28.0,78.6,375.0,122.0,11.0,12.0,91.7,8.0,12.0,66.7,2.0,2.0,100.0,0.0,0.1,0.0,-0.1,2.0,2.0,1.0,0.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,7.0,17.0,13.0,2.0,37.0,1.0,1.0,100.0,0.0,0.0,143.0,62.0,1.0,2.0,3.0,2.0,24.0,1.0,3.0,5.63,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2244,477,Aaron Ramsey,WLS,MF,MF,Nice,31,1990,47.0,25.0,18.0,19.0,10.0,16.0,39.0,41.0,23.0,25.0,4.0,21.0,17.0,64.0,18.0,1.0,915.0,1088.0,84.1,16069.0,3809.0,398.0,431.0,92.3,382.0,444.0,86.0,100.0,159.0,62.9,1.0,1.8,2.0,-0.8,28.0,88.0,20.0,3.0,126.0,998.0,88.0,37.0,5.0,11.0,62.0,45.0,16.0,18.0,0.0,2.0,10.0,1279.0,43.0,208.0,723.0,361.0,50.0,1279.0,24.0,14.0,58.3,5.0,20.8,4866.0,1934.0,34.0,8.0,24.0,32.0,902.0,84.0,62.0,3.52,42.0,14.0,0.0,5.0,1.0,0.0,4.0,0.23,2.0,1.0,0.0,0.0,1.0,0.0,Ligue1,1,1,1,2
2245,478,Lilian Raolisoa,FR,DF,MF,Angers,22,2000,11.0,9.0,6.0,3.0,2.0,7.0,10.0,70.0,3.0,3.0,1.0,2.0,3.0,14.0,5.0,0.0,98.0,119.0,82.4,1631.0,387.0,48.0,51.0,94.1,38.0,49.0,77.6,9.0,15.0,60.0,0.0,0.8,0.5,-0.8,3.0,4.0,4.0,1.0,10.0,103.0,16.0,2.0,1.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,151.0,8.0,34.0,51.0,67.0,4.0,151.0,5.0,3.0,60.0,1.0,20.0,680.0,291.0,11.0,1.0,3.0,5.0,93.0,16.0,6.0,3.12,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
2248,481,Rayan Raveloson,MG,DF,MF,Auxerre,25,1997,38.0,23.0,21.0,16.0,1.0,23.0,33.0,69.7,10.0,43.0,12.0,31.0,39.0,77.0,70.0,0.0,917.0,1130.0,81.2,17031.0,6379.0,367.0,421.0,87.2,418.0,498.0,83.9,104.0,162.0,64.2,1.0,0.9,1.3,0.0999999999999999,13.0,82.0,15.0,7.0,100.0,982.0,146.0,30.0,1.0,20.0,33.0,1.0,1.0,0.0,0.0,2.0,21.0,1420.0,130.0,483.0,687.0,267.0,39.0,1420.0,27.0,8.0,29.6,11.0,40.7,5455.0,2705.0,38.0,6.0,41.0,16.0,788.0,61.0,42.0,1.55,36.0,0.0,1.0,3.0,1.0,1.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Ligue1,2,2,1,2
2249,482,Jeff Reine-Adélaïde,FR,MF,MF,Troyes,24,1998,3.0,2.0,2.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,2.0,5.0,1.0,0.0,106.0,128.0,82.8,1746.0,440.0,48.0,56.0,85.7,44.0,51.0,86.3,9.0,13.0,69.2,1.0,0.4,0.1,0.6,2.0,9.0,3.0,0.0,20.0,120.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,159.0,2.0,33.0,96.0,36.0,1.0,159.0,17.0,10.0,58.8,7.0,41.2,949.0,518.0,13.0,0.0,3.0,13.0,121.0,8.0,6.0,2.32,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0,Ligue1,1,1,2,1
